Duration (in seconds),RecordedDate,ResponseId,Q_sandwich_1,Q_sandwich_2,Q_sandwich_3,Q_sandwich_4,Q_sandwich_5,Q_sandwich_1_labeled,Q_sandwich_2_labeled,Q_sandwich_3_labeled,Q_sandwich_4_labeled,Q_sandwich_5_labeled,Q_current_hunger,Q_priorities_1,Q_priorities_2,Q_priorities_3,Q_priorities_4,Q_priorities_5,Q_special_diet,Q_special_diet_6_TEXT,Q_past_vegetarian,Q_past_vegan,Q_vegetarian_not_me,Q_vegan_not_me,Q_good_for_env,Q_how_important_env,Q_politics,Q_US_state,Q_live_urban,Q_work_urban,Q_work_urban_3_TEXT,Q_demos_age,Q_demos_gender,Q_demos_income,Q_demos_race,Q_comments,STUDY_ID,treatment
234,2022-06-29 11:51:35,R_3PS1hm3zSmnzSX1,,,,,,1,0,0,1,0,2,2,5,1,4,3,7,,4,7,4,3,1,5,1,22,2,2,,6,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
195,2022-06-29 12:15:54,R_1ovEXKqf9l8Ibik,1,1,0,1,1,,,,,,3,2,4,1,3,5,3,,0,4,5,4,1,5,3,41,2,2,,7,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
523,2022-06-29 12:16:48,R_1Nky11r0M8wkOsK,,,,,,1,1,0,0,1,3,1,2,3,4,5,1,,3,3,4,4,1,5,2,20,1,1,,4,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
287,2022-06-29 12:20:55,R_2fB6HOcIIXfkobR,,,,,,0,0,1,1,1,2,5,4,1,3,2,7,,4,7,3,2,2,4,3,22,2,2,,2,1,2,"1,2",,62bb1ba7f2c710e36fd2c1be,labeled
432,2022-06-29 12:22:19,R_3V5YokYsBdaT2Vz,0,0,1,1,1,,,,,,3,1,3,2,4,5,7,,4,4,3,3,2,5,1,47,2,1,,3,1,1,2,,62bb1ba7f2c710e36fd2c1be,unlabeled
367,2022-06-29 12:55:34,R_6u3sJbFLUkdRJQd,1,0,0,1,0,,,,,,1,2,4,1,3,5,2,,5,7,4,3,2,4,1,33,2,2,,4,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
224,2022-06-29 13:32:25,R_OPBe9rlXFqK4KLD,,,,,,1,1,1,0,1,2,4,2,3,1,5,7,,3,2,5,4,3,5,3,1,1,1,,7,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
183,2022-06-29 14:00:54,R_2cnFgpfHIsCp8rm,0,0,0,0,0,,,,,,2,5,2,1,3,4,7,,4,7,3,3,3,4,2,22,1,2,,4,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
162,2022-06-29 14:01:15,R_esOEkGVQ6RR1xEB,,,,,,0,1,1,0,0,2,2,3,1,5,4,7,,4,7,5,4,2,5,2,22,1,2,,3,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
439,2022-06-29 14:05:22,R_phqceWv0yDgswGl,,,,,,1,0,1,0,1,2,3,5,1,2,4,6,I have Crohn's I have many restrictions but took this study as the game it was. ,7,7,3,2,2,5,1,22,1,1,,5,1,3,1,Good quick study well paying,62bb1ba7f2c710e36fd2c1be,labeled
187,2022-06-29 14:14:45,R_12g0kPwI9nG4AwE,0,1,0,0,0,,,,,,2,2,3,1,4,5,7,,4,6,5,5,1,5,1,7,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
287,2022-06-29 14:18:29,R_2upQwVu2o3RpgxQ,,,,,,1,0,1,1,1,4,4,5,1,3,2,7,,4,6,2,1,3,1,3,22,2,2,,4,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
146,2022-06-29 14:20:32,R_3MArWxXrNRVGlOt,0,0,0,0,0,,,,,,2,4,2,1,3,5,7,,5,5,3,3,3,4,4,41,2,2,,3,1,4,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
172,2022-06-29 14:22:24,R_3gUcdJmxk6NOEVC,,,,,,1,1,0,0,0,3,3,2,1,4,5,3,,0,7,5,5,2,5,1,22,1,3,student,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
242,2022-06-29 14:27:20,R_2VgujH97KAcdFMj,0,0,0,1,0,,,,,,2,2,3,1,4,5,7,,7,7,3,3,3,5,3,22,1,2,,3,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
133,2022-06-29 14:28:24,R_3nuyj7A2gawJ33O,,,,,,0,0,0,0,1,3,2,4,1,3,5,7,,3,5,4,4,2,4,3,7,2,2,,4,2,7,"1,4",,62bb1ba7f2c710e36fd2c1bf,labeled
668,2022-06-29 15:08:35,R_WxMLuuyFbfamlod,0,0,1,1,1,,,,,,2,5,2,1,4,3,7,,4,7,4,2,3,4,3,42,2,2,,2,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
130,2022-06-29 15:10:13,R_xobG6oB8zEfG38B,,,,,,0,0,0,1,1,3,5,3,1,4,2,7,,5,7,2,2,2,4,2,22,2,2,,6,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
192,2022-06-29 15:13:56,R_2EazKTsrruLLnxf,1,1,0,0,0,,,,,,2,2,3,1,5,4,7,,5,7,5,5,1,5,1,7,2,2,,4,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
190,2022-06-29 15:26:15,R_r3zmHamIykHkngR,,,,,,0,0,0,0,0,2,4,3,1,2,5,7,,7,7,4,4,3,4,4,41,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
235,2022-06-29 15:55:24,R_3K0l2B4mmsOMsH7,1,0,0,1,0,,,,,,2,4,5,2,1,3,6,"Intermittent fasting, if that counts",7,7,4,4,1,4,2,7,2,1,,3,1,4,4,,62bb1ba7f2c710e36fd2c1be,unlabeled
184,2022-06-29 16:14:46,R_3iDO82bEFsPcbaw,,,,,,1,1,0,1,0,2,5,2,1,4,3,"3,6",Halal,3,4,5,5,3,4,2,22,2,1,,4,1,2,4,,62bb1ba7f2c710e36fd2c1be,labeled
242,2022-06-29 16:20:51,R_2bHjfJhf4C3vG9v,,,,,,1,1,0,1,0,3,1,4,2,3,5,7,,4,7,5,3,1,5,1,22,2,2,,4,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
356,2022-06-29 16:21:40,R_2WSirh1Fy5AiFum,0,0,0,0,0,,,,,,3,5,3,2,4,1,7,,5,7,1,1,2,4,1,20,2,2,,3,3,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
566,2022-06-29 16:47:19,R_3GBrGeaW16FyS4l,1,0,1,1,0,,,,,,4,5,1,4,2,3,7,,7,5,2,2,2,4,2,7,2,2,,2,2,1,5,,62bb1ba7f2c710e36fd2c1bf,unlabeled
214,2022-06-29 16:55:38,R_7OoWkB0zML7AQIp,,,,,,0,0,0,1,1,2,2,5,1,3,4,7,,4,7,4,4,2,4,4,41,1,1,,5,1,6,1,thank you,62bb1ba7f2c710e36fd2c1be,labeled
183,2022-06-29 17:10:20,R_1H6LZRiwbjh4j5j,1,1,0,1,1,,,,,,2,4,1,2,3,5,7,,3,7,4,3,1,4,1,30,2,2,,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
143,2022-06-29 17:10:25,R_3rV7nxcJdtL7LAB,1,0,0,1,0,,,,,,1,4,3,1,5,2,7,,7,7,2,1,2,4,2,22,2,2,,2,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
141,2022-06-29 17:23:43,R_28GNfk7nx9zEDTs,,,,,,1,1,0,0,1,2,2,3,1,4,5,7,,4,6,5,5,1,5,3,22,2,1,,5,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
241,2022-06-29 17:26:26,R_1cVa9x4M3lBGBuu,0,0,1,1,0,,,,,,2,3,5,1,2,4,7,,7,7,3,3,1,4,2,22,2,2,,2,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
192,2022-06-29 17:40:23,R_3M4K2obo9Cg39Hg,,,,,,0,1,1,1,0,3,2,3,1,5,4,7,,5,6,4,4,3,4,2,30,2,1,,2,2,5,4,,62bb1ba7f2c710e36fd2c1bf,labeled
188,2022-06-29 17:55:34,R_3fE6ha4Uu9x3dIJ,,,,,,0,1,0,1,1,4,3,5,2,4,1,7,,7,7,4,3,3,4,5,7,2,1,,5,1,6,1,thank you,62bb1ba7f2c710e36fd2c1be,labeled
219,2022-06-29 17:59:37,R_u9rxJBAHKEZRloR,1,1,0,0,1,,,,,,2,4,3,1,5,2,7,,1,7,4,2,1,5,1,22,2,2,,2,2,2,1,honestly not a single meal listed in this survey sounded appetizing at all,62bb1ba7f2c710e36fd2c1bf,unlabeled
187,2022-06-29 18:11:59,R_2diOxvLnxfuip6v,,,,,,0,1,0,1,0,2,2,5,1,4,3,7,,5,5,4,3,2,4,2,41,2,2,,6,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
253,2022-06-29 18:34:37,R_31ix9eDxzp6Qh6b,,,,,,0,1,1,1,0,2,2,3,1,5,4,7,,4,6,3,3,2,2,3,22,2,2,,4,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
537,2022-06-29 18:38:57,R_1OSKZ4WdrAf6ICS,0,1,1,0,1,,,,,,4,4,2,1,3,5,7,,4,7,5,3,2,4,3,22,2,2,,4,1,3,1,Thank you,62bb1ba7f2c710e36fd2c1be,unlabeled
195,2022-06-29 20:29:35,R_1lh3LOEIoe7nEii,1,1,0,0,1,,,,,,2,5,3,1,4,2,6,do not eat red meat or sea food ,7,7,5,3,2,5,2,22,2,2,,2,2,4,1,Have a great day!!:),62bb1ba7f2c710e36fd2c1bf,unlabeled
260,2022-06-29 23:49:28,R_3qUVUdRqtLRJo6r,,,,,,1,1,1,1,1,2,3,4,1,2,5,5,,0,0,3,5,1,5,1,7,2,2,,3,1,1,1,It would be nice to have a 'neither' button or something as I sometimes felt forced to select an option when I wouldn't ever order either option.,62bb1ba7f2c710e36fd2c1be,labeled
144,2022-06-30 01:54:21,R_1goqctLC5bdJFax,1,0,0,0,1,,,,,,2,4,2,3,5,1,7,,4,7,3,3,2,5,1,22,2,2,,2,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
262,2022-06-30 04:52:32,R_1C9fysmMlLpuJgf,1,0,1,1,0,,,,,,1,1,3,2,5,4,7,,7,7,4,3,2,4,1,22,2,2,,7,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
197,2022-06-30 04:54:11,R_SBgxdmIvMb8NuF3,,,,,,0,1,0,0,1,2,5,1,2,4,3,7,,7,7,3,3,3,4,4,7,2,2,,4,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
343,2022-06-30 05:45:22,R_80WrG4T0SBd6VcR,,,,,,0,0,0,1,1,2,5,2,1,3,4,7,,3,7,1,1,2,2,5,22,2,2,,5,1,4,1,,62bb1ba7f2c710e36fd2c1be,labeled
196,2022-06-30 05:48:42,R_2vbT87fcD6ZOYzG,0,0,0,1,0,,,,,,3,5,3,1,2,4,7,,7,7,3,3,2,4,1,31,2,2,,3,1,5,4,,62bb1ba7f2c710e36fd2c1be,unlabeled
249,2022-06-30 05:58:31,R_232kg3dPwVoaQiw,,,,,,1,1,0,1,0,4,3,4,1,5,2,7,,1,6,5,5,2,5,1,22,1,1,,5,2,5,1,I really want a sandwich with avocado now. ,62bb1ba7f2c710e36fd2c1bf,labeled
109,2022-06-30 06:05:05,R_3F2OsuCA87h0g7C,0,0,0,0,1,,,,,,4,5,2,1,3,4,7,,7,7,1,1,3,5,1,30,2,1,,3,3,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
144,2022-06-30 06:14:18,R_2AFtF9uDEgwMPva,1,1,0,0,1,,,,,,3,5,2,1,4,3,7,,4,5,4,4,2,5,1,22,2,2,,3,2,6,4,,62bb1ba7f2c710e36fd2c1bf,unlabeled
182,2022-06-30 06:18:14,R_24A7a4J6XyubBsK,,,,,,0,0,0,0,1,2,1,2,3,4,5,7,,7,7,2,2,3,1,6,30,2,1,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
258,2022-06-30 06:28:42,R_2uByUrhnbTsEo1c,0,0,0,0,1,,,,,,4,1,2,3,4,5,4,,4,4,3,3,3,4,1,7,2,2,,4,2,5,3,,62bb1ba7f2c710e36fd2c1bf,unlabeled
439,2022-06-30 06:41:35,R_3ilN8sBQdchq9l6,,,,,,1,1,1,0,0,1,3,2,1,5,4,7,,7,7,4,4,2,3,1,22,1,2,,7,1,1,2,,62bb1ba7f2c710e36fd2c1be,labeled
142,2022-06-30 07:21:01,R_2BbKxWk7lRFF1wb,0,0,0,0,1,,,,,,3,4,3,1,5,2,7,,7,7,1,1,3,5,3,30,3,2,,3,1,4,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
229,2022-06-30 07:29:05,R_2xWC4f4D9AVx8Ne,,,,,,1,1,0,0,1,1,1,5,2,4,3,7,,7,7,4,4,2,5,1,22,2,2,,2,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
260,2022-06-30 08:01:45,R_1Qay6BMaM1rEoW8,,,,,,0,0,1,1,1,2,5,1,2,4,3,7,,5,7,4,3,2,3,2,47,3,2,,4,2,1,1,,62bb1ba7f2c710e36fd2c1bf,labeled
330,2022-06-30 08:01:50,R_10q184DyXMqkQtK,1,1,0,1,1,,,,,,3,1,5,2,3,4,7,,5,7,4,4,3,4,2,41,3,2,,4,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
199,2022-06-30 08:03:14,R_2QrKi0LZ7s3nPM7,,,,,,1,0,0,0,0,3,3,2,1,5,4,7,,4,7,4,4,3,5,1,41,2,2,,2,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
225,2022-06-30 08:27:57,R_e3sMc7ZIcyvtrON,1,1,0,1,1,,,,,,3,5,1,3,4,2,2,,1,5,5,4,1,5,1,47,3,2,,4,3,2,"1,3",,62bb1ba7f2c710e36fd2c1bf,unlabeled
127,2022-06-30 08:34:48,R_1kThUHaE6GLTeVs,,,,,,0,0,1,0,1,1,4,5,1,2,3,7,,7,7,2,2,3,4,2,22,1,1,,3,1,4,4,,62bb1ba7f2c710e36fd2c1be,labeled
194,2022-06-30 08:49:52,R_3QMF6hmdXONdmwk,0,0,0,0,1,,,,,,3,4,5,1,3,2,7,,7,6,3,2,2,5,3,22,2,3,,3,2,7,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
127,2022-06-30 09:01:17,R_3O6ue2H4uthvHba,0,0,0,0,1,,,,,,1,2,1,5,4,3,7,,7,7,3,3,2,5,2,7,1,2,,2,1,1,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
174,2022-06-30 09:12:20,R_3M5TMNX6WoCmrYI,,,,,,0,1,0,0,0,4,4,1,2,3,5,7,,4,7,4,4,2,5,1,22,2,2,,2,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
301,2022-06-30 09:26:00,R_UEyVckJNJVBvbCF,0,0,1,0,1,,,,,,3,3,1,2,5,4,7,,4,7,4,4,1,5,3,7,1,2,,2,3,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
449,2022-06-30 09:55:07,R_31uvgPqI3oO2WFd,0,0,0,0,0,,,,,,4,2,3,1,4,5,"1,7",,4,7,4,4,3,1,4,22,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
174,2022-06-30 10:05:37,R_2uOQVLLjM8AKM7z,,,,,,1,1,0,1,1,2,3,2,1,5,4,7,,7,7,3,1,3,2,4,41,1,2,,2,1,4,2,,62bb1ba7f2c710e36fd2c1be,labeled
113,2022-06-30 10:18:35,R_2Pkj1M1se3L0qWL,0,0,0,0,0,,,,,,3,3,1,2,5,4,7,,5,5,4,4,2,4,2,22,2,2,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
246,2022-06-30 10:23:09,R_2ud5kebYlz4pM1H,1,0,0,0,0,,,,,,3,5,4,1,3,2,7,,4,7,4,4,2,4,1,7,2,2,,4,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
1207,2022-06-30 10:37:06,R_2fHAWgFNrMsXhPL,,,,,,0,0,0,1,1,2,4,2,1,5,3,7,,7,7,3,3,3,3,3,22,2,2,,2,2,7,1,,62bb1ba7f2c710e36fd2c1bf,labeled
229,2022-06-30 11:50:21,R_2oucuEdaittNFE5,,,,,,0,0,0,0,1,3,5,3,1,4,2,7,,4,7,5,3,3,4,3,7,2,2,,4,2,1,2,,62bb1ba7f2c710e36fd2c1bf,labeled
229,2022-06-30 11:54:26,R_3fJ2uxECjnfGt3K,,,,,,0,0,0,1,1,4,3,2,1,5,4,7,,5,5,3,3,2,5,5,20,3,2,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
213,2022-06-30 11:55:59,R_2bWA9qTG7DxxqOC,0,1,0,1,1,,,,,,1,2,4,1,3,5,7,,3,5,5,5,1,5,1,41,1,1,,5,1,6,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
157,2022-06-30 12:05:10,R_BzwIh5HzzVHs761,,,,,,0,0,0,0,0,3,2,5,1,4,3,7,,5,6,3,2,2,4,2,20,3,2,,4,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
725,2022-06-30 12:34:51,R_2chnpMZkU3xJpjz,,,,,,0,0,0,0,1,4,3,4,1,2,5,7,,4,6,2,1,2,5,3,30,3,2,,4,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
186,2022-06-30 12:34:53,R_3rIY4ZDulgLNb08,1,1,0,0,1,,,,,,3,4,5,1,3,2,7,,5,7,3,2,2,5,3,22,2,2,,4,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
201,2022-06-30 13:26:32,R_2DS8NaXcrCJyjyx,0,1,0,0,1,,,,,,1,5,3,1,4,2,7,,4,7,4,4,2,2,2,30,3,2,,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
186,2022-06-30 13:34:02,R_3GkVXJ3buH76gWb,,,,,,1,1,0,1,0,1,4,2,1,3,5,7,,5,7,5,5,2,5,1,20,2,2,,4,2,1,1,,62bb1ba7f2c710e36fd2c1bf,labeled
295,2022-06-30 13:39:42,R_2e2ns8jIzWNLKoj,0,0,0,0,1,,,,,,3,5,2,1,4,3,7,,7,7,3,3,3,3,4,41,2,2,,6,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
222,2022-06-30 14:28:39,R_WxFn9roQfJewocV,,,,,,1,0,1,1,0,1,3,2,1,4,5,7,,3,4,4,2,2,5,3,47,2,1,,2,2,3,1,Thank you for this opportunity! Good luck with your study. ,62bb1ba7f2c710e36fd2c1bf,labeled
141,2022-06-30 15:13:29,R_7UiQGf34Ch8pXHj,0,1,0,1,1,,,,,,3,2,3,1,4,5,7,,4,7,5,5,2,4,1,7,2,2,,4,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
180,2022-06-30 15:27:26,R_1E3QFJfutA3maUu,,,,,,0,0,0,1,0,1,5,3,1,4,2,7,,4,7,4,4,4,3,3,7,2,2,,2,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
1133,2022-06-30 15:56:26,R_1LSyQ3fOdIVd9A0,,,,,,1,0,0,0,0,2,5,2,1,3,4,7,,2,7,5,5,1,5,1,7,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
159,2022-06-30 16:00:11,R_3HICtjLpukmvwtI,0,0,0,0,1,,,,,,4,2,4,1,3,5,7,,2,2,5,5,2,5,1,22,1,1,,4,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
284,2022-06-30 16:52:27,R_3qQzij6WwLALTqM,,,,,,1,1,1,0,1,3,1,3,2,4,5,2,,0,4,5,5,2,5,3,22,2,2,,7,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
159,2022-06-30 17:03:46,R_1ohG7RIO1wnJ60W,0,0,1,0,0,,,,,,2,2,3,1,5,4,7,,7,7,4,4,2,5,3,22,2,1,,2,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
381,2022-06-30 17:08:40,R_sCfqu5YIHo9pCyB,,,,,,1,1,1,1,0,2,4,5,1,3,2,7,,4,4,4,4,3,5,3,22,2,2,,6,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
357,2022-06-30 18:12:25,R_2yfG27eD5NNGWEL,0,0,0,0,0,,,,,,3,5,1,3,4,2,1,,7,7,3,3,3,4,2,20,2,2,,6,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
277,2022-06-30 18:33:00,R_1pRlKTwKwpFiXWK,1,1,0,1,0,,,,,,2,4,1,2,3,5,7,,7,7,4,2,2,4,2,22,2,2,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
450,2022-06-30 18:43:50,R_2EsnGs4p6mE04nU,,,,,,0,0,0,0,1,2,4,2,1,5,3,7,,5,7,5,5,3,5,1,22,2,2,,3,1,1,1,,62bb1ba7f2c710e36fd2c1be,labeled
181,2022-06-30 19:12:09,R_2Pt9NY01hMubiSw,0,1,0,1,1,,,,,,3,5,3,1,2,4,7,,7,7,4,3,2,4,3,22,1,1,,2,2,3,"1,4",,62bb1ba7f2c710e36fd2c1bf,unlabeled
214,2022-06-30 19:19:28,R_2zonegJEvCcb0Rq,,,,,,1,0,0,0,0,2,4,2,1,5,3,7,,5,7,4,4,2,5,2,22,2,2,,2,2,2,"1,2",,62bb1ba7f2c710e36fd2c1bf,labeled
198,2022-06-30 19:37:29,R_3JF15I7FdWNHjKb,1,0,0,0,0,,,,,,2,4,5,1,3,2,7,,4,7,3,3,3,4,2,7,2,2,,2,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
493,2022-06-30 19:41:00,R_3koYtk26kgyDoZg,,,,,,0,0,1,0,0,1,3,2,1,5,4,7,,4,6,4,4,3,4,3,22,1,1,,4,2,3,7,,62bb1ba7f2c710e36fd2c1bf,labeled
207,2022-06-30 20:11:19,R_2YJOqQULYxTZfPR,,,,,,0,0,0,1,1,1,2,3,1,4,5,7,,4,7,5,4,2,5,3,30,2,2,,3,2,7,1,,62bb1ba7f2c710e36fd2c1bf,labeled
200,2022-06-30 20:24:02,R_eECX0sCjktApRuh,0,0,1,0,0,,,,,,1,5,3,1,2,4,7,,7,7,5,5,1,4,2,7,2,1,,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
139,2022-06-30 20:26:55,R_2E4TyjhbP0g6zdP,0,0,0,1,0,,,,,,1,2,1,3,5,4,7,,4,7,4,2,2,4,3,7,1,1,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
304,2022-06-30 22:30:32,R_1EbTFvBvUoR5Ds2,,,,,,0,0,0,1,0,3,5,2,1,3,4,7,,7,7,3,3,2,5,4,22,2,2,,2,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
408,2022-06-30 23:01:27,R_111lTgP1zJB1wUm,0,1,0,0,0,,,,,,3,2,4,1,3,5,7,,7,7,2,1,2,4,5,7,2,1,,3,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
344,2022-07-01 00:20:49,R_3KOyuyvnKebQ0lr,,,,,,1,0,0,0,0,3,4,1,2,5,3,7,,2,6,4,3,1,5,1,48,2,1,,4,2,1,1,"I hate olives (though I like olive oil), which affected my choices in the questions where olives were part of the ingredients of one of the options and not the other.",62bb1ba7f2c710e36fd2c1bf,labeled
180,2022-07-01 01:58:46,R_2CZm3mjksbMg1GF,0,0,1,0,1,,,,,,2,4,1,2,5,3,7,,7,7,4,2,2,5,2,5,1,1,,3,1,5,4,Presence of onions affected my choices for some foods.,62bb1ba7f2c710e36fd2c1be,unlabeled
239,2022-07-01 03:22:05,R_3JLgPp6uq1Aveic,,,,,,1,1,0,0,1,3,1,2,3,4,5,2,,7,7,4,4,2,5,3,7,2,2,,7,1,1,1,,62bb1ba7f2c710e36fd2c1be,labeled
169,2022-07-01 06:06:54,R_QmI3qyRt4WT1j6p,,,,,,0,0,0,0,0,3,5,2,1,3,4,7,,3,6,3,2,2,4,2,7,2,2,,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
231,2022-07-01 06:08:27,R_V50jtwmXCyIlA8F,0,0,0,0,0,,,,,,2,5,4,1,3,2,7,,7,7,4,4,3,4,3,22,2,2,,3,2,2,2,,62bb1ba7f2c710e36fd2c1bf,unlabeled
855,2022-07-01 06:42:03,R_smRaO8hSOjq9Qhr,,,,,,0,0,0,1,1,1,4,3,1,5,2,7,,4,7,5,5,1,5,1,7,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
349,2022-07-01 06:57:36,R_3F36dE1oyZfzSPb,0,0,0,1,0,,,,,,3,3,5,2,1,4,7,,7,7,3,2,2,3,4,7,2,2,,5,1,2,2,,62bb1ba7f2c710e36fd2c1be,unlabeled
219,2022-07-01 07:43:56,R_2Sw5nrTnokO7FLo,0,0,0,1,1,,,,,,3,5,1,2,3,4,7,,7,7,4,4,2,4,1,7,2,1,,3,1,4,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
145,2022-07-01 07:46:55,R_2ys8WMZsKhvRius,,,,,,0,0,0,0,0,2,5,3,1,4,2,7,,7,6,4,4,2,4,2,22,2,1,,2,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
319,2022-07-01 07:48:41,R_2xzQnH6WBeZ7ixj,0,0,1,1,1,,,,,,2,4,2,1,3,5,7,,7,7,4,4,2,4,2,30,3,2,,6,2,3,"1,3",,62bb1ba7f2c710e36fd2c1bf,unlabeled
266,2022-07-01 08:20:03,R_2du2bTAhtvB6nr7,,,,,,0,1,0,1,0,2,4,1,2,3,5,7,,3,7,4,3,3,4,2,7,2,1,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
184,2022-07-01 09:15:35,R_3PSPhONyqlX8UEl,,,,,,0,0,0,0,1,1,3,2,1,4,5,7,,7,7,4,4,2,4,2,20,2,1,,5,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
264,2022-07-01 10:05:55,R_40LK9pwIPbtSVO1,0,0,1,1,1,,,,,,2,3,2,1,5,4,7,,1,7,3,3,3,3,3,7,3,2,,2,2,7,"2,4",,62bb1ba7f2c710e36fd2c1bf,unlabeled
203,2022-07-01 10:12:18,R_2aEo4lq0ofqTeLW,,,,,,1,1,0,1,1,1,1,3,2,4,5,3,,0,7,5,5,2,4,2,7,2,2,,2,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
138,2022-07-01 10:21:30,R_tPxqvLtA5IxPpg5,0,1,1,1,0,,,,,,2,2,3,1,5,4,7,,5,7,5,4,1,3,1,20,2,2,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
561,2022-07-01 10:46:55,R_TpIXyrxfw9nhzDX,1,0,0,0,1,,,,,,3,5,4,1,2,3,7,,7,7,3,4,3,3,4,47,3,2,,2,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
175,2022-07-01 11:02:36,R_2YmsIl6RgWB5lV0,,,,,,1,1,1,1,1,3,3,2,1,4,5,7,,3,7,5,5,1,5,2,22,2,1,,3,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
158,2022-07-01 11:37:02,R_3CIal5XH2Jaidce,,,,,,0,1,0,1,1,3,1,3,2,4,5,7,,4,7,5,5,2,5,2,22,2,1,,4,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
214,2022-07-01 11:57:51,R_2aP33K5v4tTpatu,0,1,0,1,0,,,,,,3,5,3,2,4,1,7,,4,7,3,3,2,4,1,22,2,2,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
